speech_id,work,loci,spkr,addr,book,line,text,level,urn
381,Iliad,14.364-14.377,Poseidon,Greeks,14,365,"Πριαμίδῃ, ἵνα νῆας ἕλῃ καὶ κῦδος ἄρηται;",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.365
381,Iliad,14.364-14.377,Poseidon,Greeks,14,366,ἀλλʼ ὃ μὲν οὕτω φησὶ καὶ εὔχεται οὕνεκʼ Ἀχιλλεὺς,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.366
381,Iliad,14.364-14.377,Poseidon,Greeks,14,367,νηυσὶν ἔπι γλαφυρῇσι μένει κεχολωμένος ἦτορ·,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.367
381,Iliad,14.364-14.377,Poseidon,Greeks,14,368,"κείνου δʼ οὔ τι λίην ποθὴ ἔσσεται, εἴ κεν οἳ ἄλλοι",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.368
381,Iliad,14.364-14.377,Poseidon,Greeks,14,369,ἡμεῖς ὀτρυνώμεθʼ ἀμυνέμεν ἀλλήλοισιν.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.369
381,Iliad,14.364-14.377,Poseidon,Greeks,14,370,ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες·,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.370
381,Iliad,14.364-14.377,Poseidon,Greeks,14,371,ἀσπίδες ὅσσαι ἄρισται ἐνὶ στρατῷ ἠδὲ μέγισται,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.371
381,Iliad,14.364-14.377,Poseidon,Greeks,14,372,"ἑσσάμενοι, κεφαλὰς δὲ παναίθῃσιν κορύθεσσι",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.372
381,Iliad,14.364-14.377,Poseidon,Greeks,14,373,"κρύψαντες, χερσίν τε τὰ μακρότατʼ ἔγχεʼ ἑλόντες",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.373
381,Iliad,14.364-14.377,Poseidon,Greeks,14,374,"ἴομεν· αὐτὰρ ἐγὼν ἡγήσομαι, οὐδʼ ἔτι φημὶ",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.374
381,Iliad,14.364-14.377,Poseidon,Greeks,14,375,Ἕκτορα Πριαμίδην μενέειν μάλα περ μεμαῶτα.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.375
381,Iliad,14.364-14.377,Poseidon,Greeks,14,376,"ὃς δέ κʼ ἀνὴρ μενέχαρμος, ἔχει δʼ ὀλίγον σάκος ὤμῳ,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.376
381,Iliad,14.364-14.377,Poseidon,Greeks,14,377,"χείρονι φωτὶ δότω, ὃ δʼ ἐν ἀσπίδι μείζονι δύτω.",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.377
382,Iliad,14.454-14.457,Polydamas,Protoenor,14,454,οὐ μὰν αὖτʼ ὀΐω μεγαθύμου Πανθοΐδαο,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.454
382,Iliad,14.454-14.457,Polydamas,Protoenor,14,455,"χειρὸς ἄπο στιβαρῆς ἅλιον πηδῆσαι ἄκοντα,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.455
382,Iliad,14.454-14.457,Polydamas,Protoenor,14,456,"ἀλλά τις Ἀργείων κόμισε χροΐ, καί μιν ὀΐω",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.456
382,Iliad,14.454-14.457,Polydamas,Protoenor,14,457,αὐτῷ σκηπτόμενον κατίμεν δόμον Ἄϊδος εἴσω.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.457
383,Iliad,14.470-14.474,Aias (son of Telamon),Polydamas,14,470,φράζεο Πουλυδάμα καί μοι νημερτὲς ἐνίσπες,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.470
383,Iliad,14.470-14.474,Aias (son of Telamon),Polydamas,14,471,ἦ ῥʼ οὐχ οὗτος ἀνὴρ Προθοήνορος ἀντὶ πεφάσθαι,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.471
383,Iliad,14.470-14.474,Aias (son of Telamon),Polydamas,14,472,"ἄξιος; οὐ μέν μοι κακὸς εἴδεται οὐδὲ κακῶν ἔξ,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.472
383,Iliad,14.470-14.474,Aias (son of Telamon),Polydamas,14,473,ἀλλὰ κασίγνητος Ἀντήνορος ἱπποδάμοιο,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.473
383,Iliad,14.470-14.474,Aias (son of Telamon),Polydamas,14,474,ἢ πάϊς· αὐτῷ γὰρ γενεὴν ἄγχιστα ἐῴκει.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.474
384,Iliad,14.479-14.485,Acamas (son of Antenor),Greeks,14,479,Ἀργεῖοι ἰόμωροι ἀπειλάων ἀκόρητοι,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.479
384,Iliad,14.479-14.485,Acamas (son of Antenor),Greeks,14,480,οὔ θην οἴοισίν γε πόνος τʼ ἔσεται καὶ ὀϊζὺς,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.480
384,Iliad,14.479-14.485,Acamas (son of Antenor),Greeks,14,481,"ἡμῖν, ἀλλά ποθʼ ὧδε κατακτενέεσθε καὶ ὔμμες.",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.481
384,Iliad,14.479-14.485,Acamas (son of Antenor),Greeks,14,482,φράζεσθʼ ὡς ὑμῖν Πρόμαχος δεδμημένος εὕδει,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.482
384,Iliad,14.479-14.485,Acamas (son of Antenor),Greeks,14,483,"ἔγχει ἐμῷ, ἵνα μή τι κασιγνήτοιό γε ποινὴ",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.483
384,Iliad,14.479-14.485,Acamas (son of Antenor),Greeks,14,484,δηρὸν ἄτιτος ἔῃ· τὼ καί κέ τις εὔχεται ἀνὴρ,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.484
384,Iliad,14.479-14.485,Acamas (son of Antenor),Greeks,14,485,γνωτὸν ἐνὶ μεγάροισιν ἀρῆς ἀλκτῆρα λιπέσθαι.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.485
385,Iliad,14.501-14.505,Peneleus,Trojans,14,501,εἰπέμεναί μοι Τρῶες ἀγαυοῦ Ἰλιονῆος,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.501
385,Iliad,14.501-14.505,Peneleus,Trojans,14,502,πατρὶ φίλῳ καὶ μητρὶ γοήμεναι ἐν μεγάροισιν·,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.502
385,Iliad,14.501-14.505,Peneleus,Trojans,14,503,οὐδὲ γὰρ ἣ Προμάχοιο δάμαρ Ἀλεγηνορίδαο,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.503
385,Iliad,14.501-14.505,Peneleus,Trojans,14,504,"ἀνδρὶ φίλῳ ἐλθόντι γανύσσεται, ὁππότε κεν δὴ",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.504
385,Iliad,14.501-14.505,Peneleus,Trojans,14,505,ἐκ Τροίης σὺν νηυσὶ νεώμεθα κοῦροι Ἀχαιῶν.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:14.505
386,Iliad,15.14-15.33,Zeus,Hera,15,14,ἦ μάλα δὴ κακότεχνος ἀμήχανε σὸς δόλος Ἥρη,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.14
386,Iliad,15.14-15.33,Zeus,Hera,15,15,"Ἕκτορα δῖον ἔπαυσε μάχης, ἐφόβησε δὲ λαούς.",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.15
386,Iliad,15.14-15.33,Zeus,Hera,15,16,οὐ μὰν οἶδʼ εἰ αὖτε κακορραφίης ἀλεγεινῆς,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.16
386,Iliad,15.14-15.33,Zeus,Hera,15,17,πρώτη ἐπαύρηαι καί σε πληγῇσιν ἱμάσσω.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.17
386,Iliad,15.14-15.33,Zeus,Hera,15,18,"ἦ οὐ μέμνῃ ὅτε τʼ ἐκρέμω ὑψόθεν, ἐκ δὲ ποδοῖιν",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.18
386,Iliad,15.14-15.33,Zeus,Hera,15,19,"ἄκμονας ἧκα δύω, περὶ χερσὶ δὲ δεσμὸν ἴηλα",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.19
386,Iliad,15.14-15.33,Zeus,Hera,15,20,χρύσεον ἄρρηκτον; σὺ δʼ ἐν αἰθέρι καὶ νεφέλῃσιν,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.20
386,Iliad,15.14-15.33,Zeus,Hera,15,21,"ἐκρέμω· ἠλάστεον δὲ θεοὶ κατὰ μακρὸν Ὄλυμπον,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.21
386,Iliad,15.14-15.33,Zeus,Hera,15,22,λῦσαι δʼ οὐκ ἐδύναντο παρασταδόν· ὃν δὲ λάβοιμι,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.22
386,Iliad,15.14-15.33,Zeus,Hera,15,23,ῥίπτασκον τεταγὼν ἀπὸ βηλοῦ ὄφρʼ ἂν ἵκηται,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.23
386,Iliad,15.14-15.33,Zeus,Hera,15,24,γῆν ὀλιγηπελέων· ἐμὲ δʼ οὐδʼ ὧς θυμὸν ἀνίει,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.24
386,Iliad,15.14-15.33,Zeus,Hera,15,25,"ἀζηχὴς ὀδύνη Ἡρακλῆος θείοιο,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.25
386,Iliad,15.14-15.33,Zeus,Hera,15,26,τὸν σὺ ξὺν Βορέῃ ἀνέμῳ πεπιθοῦσα θυέλλας,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.26
386,Iliad,15.14-15.33,Zeus,Hera,15,27,"πέμψας ἐπʼ ἀτρύγετον πόντον κακὰ μητιόωσα,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.27
386,Iliad,15.14-15.33,Zeus,Hera,15,28,καί μιν ἔπειτα Κόων δʼ εὖ ναιομένην ἀπένεικας.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.28
386,Iliad,15.14-15.33,Zeus,Hera,15,29,τὸν μὲν ἐγὼν ἔνθεν ῥυσάμην καὶ ἀνήγαγον αὖτις,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.29
386,Iliad,15.14-15.33,Zeus,Hera,15,30,Ἄργος ἐς ἱππόβοτον καὶ πολλά περ ἀθλήσαντα.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.30
386,Iliad,15.14-15.33,Zeus,Hera,15,31,"τῶν σʼ αὖτις μνήσω ἵνʼ ἀπολλήξῃς ἀπατάων,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.31
386,Iliad,15.14-15.33,Zeus,Hera,15,32,"ὄφρα ἴδῃ ἤν τοι χραίσμῃ φιλότης τε καὶ εὐνή,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.32
386,Iliad,15.14-15.33,Zeus,Hera,15,33,ἣν ἐμίγης ἐλθοῦσα θεῶν ἄπο καί μʼ ἀπάτησας.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.33
387,Iliad,15.36-15.46,Hera,Zeus,15,36,ἴστω νῦν τόδε Γαῖα καὶ Οὐρανὸς εὐρὺς ὕπερθε,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.36
387,Iliad,15.36-15.46,Hera,Zeus,15,37,"καὶ τὸ κατειβόμενον Στυγὸς ὕδωρ, ὅς τε μέγιστος",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.37
387,Iliad,15.36-15.46,Hera,Zeus,15,38,"ὅρκος δεινότατός τε πέλει μακάρεσσι θεοῖσι,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.38
387,Iliad,15.36-15.46,Hera,Zeus,15,39,σή θʼ ἱερὴ κεφαλὴ καὶ νωΐτερον λέχος αὐτῶν,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.39
387,Iliad,15.36-15.46,Hera,Zeus,15,40,"κουρίδιον, τὸ μὲν οὐκ ἂν ἐγώ ποτε μὰψ ὀμόσαιμι·",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.40
387,Iliad,15.36-15.46,Hera,Zeus,15,41,μὴ διʼ ἐμὴν ἰότητα Ποσειδάων ἐνοσίχθων,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.41
387,Iliad,15.36-15.46,Hera,Zeus,15,42,"πημαίνει Τρῶάς τε καὶ Ἕκτορα, τοῖσι δʼ ἀρήγει,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.42
387,Iliad,15.36-15.46,Hera,Zeus,15,43,"ἀλλά που αὐτὸν θυμὸς ἐποτρύνει καὶ ἀνώγει,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.43
387,Iliad,15.36-15.46,Hera,Zeus,15,44,τειρομένους δʼ ἐπὶ νηυσὶν ἰδὼν ἐλέησεν Ἀχαιούς.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.44
387,Iliad,15.36-15.46,Hera,Zeus,15,45,αὐτάρ τοι καὶ κείνῳ ἐγὼ παραμυθησαίμην,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.45
387,Iliad,15.36-15.46,Hera,Zeus,15,46,τῇ ἴμεν ᾗ κεν δὴ σὺ κελαινεφὲς ἡγεμονεύῃς.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.46
388,Iliad,15.49-15.77,Zeus,Hera,15,49,εἰ μὲν δὴ σύ γʼ ἔπειτα βοῶπις πότνια Ἥρη,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.49
388,Iliad,15.49-15.77,Zeus,Hera,15,50,"ἶσον ἐμοὶ φρονέουσα μετʼ ἀθανάτοισι καθίζοις,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.50
388,Iliad,15.49-15.77,Zeus,Hera,15,51,"τώ κε Ποσειδάων γε, καὶ εἰ μάλα βούλεται ἄλλῃ,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.51
388,Iliad,15.49-15.77,Zeus,Hera,15,52,αἶψα μεταστρέψειε νόον μετὰ σὸν καὶ ἐμὸν κῆρ.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.52
388,Iliad,15.49-15.77,Zeus,Hera,15,53,"ἀλλʼ εἰ δή ῥʼ ἐτεόν γε καὶ ἀτρεκέως ἀγορεύεις,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.53
388,Iliad,15.49-15.77,Zeus,Hera,15,54,"ἔρχεο νῦν μετὰ φῦλα θεῶν, καὶ δεῦρο κάλεσσον",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.54
388,Iliad,15.49-15.77,Zeus,Hera,15,55,"Ἶρίν τʼ ἐλθέμεναι καὶ Ἀπόλλωνα κλυτότοξον,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.55
388,Iliad,15.49-15.77,Zeus,Hera,15,56,ὄφρʼ ἣ μὲν μετὰ λαὸν Ἀχαιῶν χαλκοχιτώνων,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.56
388,Iliad,15.49-15.77,Zeus,Hera,15,57,"ἔλθῃ, καὶ εἴπῃσι Ποσειδάωνι ἄνακτι",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.57
388,Iliad,15.49-15.77,Zeus,Hera,15,58,"παυσάμενον πολέμοιο τὰ ἃ πρὸς δώμαθʼ ἱκέσθαι,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.58
388,Iliad,15.49-15.77,Zeus,Hera,15,59,"Ἕκτορα δʼ ὀτρύνῃσι μάχην ἐς Φοῖβος Ἀπόλλων,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.59
388,Iliad,15.49-15.77,Zeus,Hera,15,60,"αὖτις δʼ ἐμπνεύσῃσι μένος, λελάθῃ δʼ ὀδυνάων",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.60
388,Iliad,15.49-15.77,Zeus,Hera,15,61,"αἳ νῦν μιν τείρουσι κατὰ φρένας, αὐτὰρ Ἀχαιοὺς",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.61
388,Iliad,15.49-15.77,Zeus,Hera,15,62,"αὖτις ἀποστρέψῃσιν ἀνάλκιδα φύζαν ἐνόρσας,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.62
388,Iliad,15.49-15.77,Zeus,Hera,15,63,φεύγοντες δʼ ἐν νηυσὶ πολυκλήϊσι πέσωσι,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.63
388,Iliad,15.49-15.77,Zeus,Hera,15,64,Πηλεΐδεω Ἀχιλῆος· ὃ δʼ ἀνστήσει ὃν ἑταῖρον,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.64
388,Iliad,15.49-15.77,Zeus,Hera,15,65,Πάτροκλον· τὸν δὲ κτενεῖ ἔγχεϊ φαίδιμος Ἕκτωρ,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.65
388,Iliad,15.49-15.77,Zeus,Hera,15,66,Ἰλίου προπάροιθε πολέας ὀλέσαντʼ αἰζηοὺς,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.66
388,Iliad,15.49-15.77,Zeus,Hera,15,67,"τοὺς ἄλλους, μετὰ δʼ υἱὸν ἐμὸν Σαρπηδόνα δῖον.",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.67
388,Iliad,15.49-15.77,Zeus,Hera,15,68,τοῦ δὲ χολωσάμενος κτενεῖ Ἕκτορα δῖος Ἀχιλλεύς.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.68
388,Iliad,15.49-15.77,Zeus,Hera,15,69,ἐκ τοῦ δʼ ἄν τοι ἔπειτα παλίωξιν παρὰ νηῶν,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.69
388,Iliad,15.49-15.77,Zeus,Hera,15,70,αἰὲν ἐγὼ τεύχοιμι διαμπερὲς εἰς ὅ κʼ Ἀχαιοὶ,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.70
388,Iliad,15.49-15.77,Zeus,Hera,15,71,Ἴλιον αἰπὺ ἕλοιεν Ἀθηναίης διὰ βουλάς.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.71
388,Iliad,15.49-15.77,Zeus,Hera,15,72,τὸ πρὶν δʼ οὔτʼ ἄρʼ ἐγὼ παύω χόλον οὔτέ τινʼ ἄλλον,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.72
388,Iliad,15.49-15.77,Zeus,Hera,15,73,ἀθανάτων Δαναοῖσιν ἀμυνέμεν ἐνθάδʼ ἐάσω,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.73
388,Iliad,15.49-15.77,Zeus,Hera,15,74,"πρίν γε τὸ Πηλεΐδαο τελευτηθῆναι ἐέλδωρ,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.74
388,Iliad,15.49-15.77,Zeus,Hera,15,75,"ὥς οἱ ὑπέστην πρῶτον, ἐμῷ δʼ ἐπένευσα κάρητι,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.75
388,Iliad,15.49-15.77,Zeus,Hera,15,76,"ἤματι τῷ ὅτʼ ἐμεῖο θεὰ Θέτις ἥψατο γούνων,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.76
388,Iliad,15.49-15.77,Zeus,Hera,15,77,λισσομένη τιμῆσαι Ἀχιλλῆα πτολίπορθον.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.77
389,Iliad,15.90-15.91,Themis,Hera,15,90,Ἥρη τίπτε βέβηκας; ἀτυζομένῃ δὲ ἔοικας·,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.90
389,Iliad,15.90-15.91,Themis,Hera,15,91,"ἦ μάλα δή σʼ ἐφόβησε Κρόνου πάϊς, ὅς τοι ἀκοίτης.",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.91
390,Iliad,15.93-15.99,Hera,Themis,15,93,μή με θεὰ Θέμι ταῦτα διείρεο· οἶσθα καὶ αὐτὴ,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.93
390,Iliad,15.93-15.99,Hera,Themis,15,94,οἷος κείνου θυμὸς ὑπερφίαλος καὶ ἀπηνής.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.94
390,Iliad,15.93-15.99,Hera,Themis,15,95,ἀλλὰ σύ γʼ ἄρχε θεοῖσι δόμοις ἔνι δαιτὸς ἐΐσης·,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.95
390,Iliad,15.93-15.99,Hera,Themis,15,96,ταῦτα δὲ καὶ μετὰ πᾶσιν ἀκούσεαι ἀθανάτοισιν,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.96
390,Iliad,15.93-15.99,Hera,Themis,15,97,οἷα Ζεὺς κακὰ ἔργα πιφαύσκεται· οὐδέ τί φημι,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.97
390,Iliad,15.93-15.99,Hera,Themis,15,98,"πᾶσιν ὁμῶς θυμὸν κεχαρησέμεν, οὔτε βροτοῖσιν",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.98
390,Iliad,15.93-15.99,Hera,Themis,15,99,"οὔτε θεοῖς, εἴ πέρ τις ἔτι νῦν δαίνυται εὔφρων.",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.99
391,Iliad,15.104-15.112,Hera,gods,15,104,νήπιοι οἳ Ζηνὶ μενεαίνομεν ἀφρονέοντες·,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.104
391,Iliad,15.104-15.112,Hera,gods,15,105,ἦ ἔτι μιν μέμαμεν καταπαυσέμεν ἆσσον ἰόντες,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.105
391,Iliad,15.104-15.112,Hera,gods,15,106,ἢ ἔπει ἠὲ βίῃ· ὃ δʼ ἀφήμενος οὐκ ἀλεγίζει,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.106
391,Iliad,15.104-15.112,Hera,gods,15,107,οὐδʼ ὄθεται· φησὶν γὰρ ἐν ἀθανάτοισι θεοῖσι,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.107
391,Iliad,15.104-15.112,Hera,gods,15,108,κάρτεΐ τε σθένεΐ τε διακριδὸν εἶναι ἄριστος.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.108
391,Iliad,15.104-15.112,Hera,gods,15,109,τὼ ἔχεθʼ ὅττί κεν ὔμμι κακὸν πέμπῃσιν ἑκάστῳ.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.109
391,Iliad,15.104-15.112,Hera,gods,15,110,ἤδη γὰρ νῦν ἔλπομʼ Ἄρηΐ γε πῆμα τετύχθαι·,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.110
391,Iliad,15.104-15.112,Hera,gods,15,111,υἱὸς γάρ οἱ ὄλωλε μάχῃ ἔνι φίλτατος ἀνδρῶν,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.111
391,Iliad,15.104-15.112,Hera,gods,15,112,"Ἀσκάλαφος, τόν φησιν ὃν ἔμμεναι ὄβριμος Ἄρης.",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.112
392,Iliad,15.115-15.118,Ares,gods,15,115,μὴ νῦν μοι νεμεσήσετʼ Ὀλύμπια δώματʼ ἔχοντες,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.115
392,Iliad,15.115-15.118,Ares,gods,15,116,"τίσασθαι φόνον υἷος ἰόντʼ ἐπὶ νῆας Ἀχαιῶν,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.116
392,Iliad,15.115-15.118,Ares,gods,15,117,εἴ πέρ μοι καὶ μοῖρα Διὸς πληγέντι κεραυνῷ,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.117
392,Iliad,15.115-15.118,Ares,gods,15,118,κεῖσθαι ὁμοῦ νεκύεσσι μεθʼ αἵματι καὶ κονίῃσιν.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.118
393,Iliad,15.128-15.141,Athena,Ares,15,128,μαινόμενε φρένας ἠλὲ διέφθορας· ἦ νύ τοι αὔτως,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.128
393,Iliad,15.128-15.141,Athena,Ares,15,129,"οὔατʼ ἀκουέμεν ἐστί, νόος δʼ ἀπόλωλε καὶ αἰδώς.",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.129
393,Iliad,15.128-15.141,Athena,Ares,15,130,οὐκ ἀΐεις ἅ τέ φησι θεὰ λευκώλενος Ἥρη,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.130
393,Iliad,15.128-15.141,Athena,Ares,15,131,ἣ δὴ νῦν πὰρ Ζηνὸς Ὀλυμπίου εἰλήλουθεν;,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.131
393,Iliad,15.128-15.141,Athena,Ares,15,132,ἦ ἐθέλεις αὐτὸς μὲν ἀναπλήσας κακὰ πολλὰ,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.132
393,Iliad,15.128-15.141,Athena,Ares,15,133,"ἂψ ἴμεν Οὔλυμπον δὲ καὶ ἀχνύμενός περ ἀνάγκῃ,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.133
393,Iliad,15.128-15.141,Athena,Ares,15,134,αὐτὰρ τοῖς ἄλλοισι κακὸν μέγα πᾶσι φυτεῦσαι;,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.134
393,Iliad,15.128-15.141,Athena,Ares,15,135,αὐτίκα γὰρ Τρῶας μὲν ὑπερθύμους καὶ Ἀχαιοὺς,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.135
393,Iliad,15.128-15.141,Athena,Ares,15,136,"λείψει, ὃ δʼ ἡμέας εἶσι κυδοιμήσων ἐς Ὄλυμπον,",0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.136
393,Iliad,15.128-15.141,Athena,Ares,15,137,μάρψει δʼ ἑξείης ὅς τʼ αἴτιος ὅς τε καὶ οὐκί.,0,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:15.137
